RouteStart,RouteEnd,llm_generated
HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to no terminal metropolitano hortolandia e quero saber como ir pra campinas.
HORTOLANDIA (NOVA HORTOLANDIA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolanda e quero saber como ir pra campinas.
HORTOLANDIA (NOVA HORTOLANDIA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolanda e quero saber como chegar na campinas.
HORTOLANDIA (NOVA HORTOLANDIA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolandia e quero saber como chegar em campinas.
HORTOLANDIA (PARQUE DOS PINHEIROS),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolandia e quero saber como chegar na terminal metropolitano do parque dos pinheiros.
HORTOLANDIA (PARQUE DOS PINHEIROS),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolandia e quero saber como ir pra campinas.
HORTOLANDIA (PARQUE DOS PINHEIROS),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to no parque dos pinheiros e quero saber como ir para a campinas.
HORTOLANDIA (JARDIM AMANDA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim amanda e quero ir pro terminal metropolitano do prefeito magalhaes teixeira.
HORTOLANDIA (JARDIM AMANDA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim amanda e quero saber como ir para o terminal metropolitano do prefeito magalhaes teixeira.
HORTOLANDIA (JARDIM AMANDA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim mandava e quero saber como ir pra campinas.
HORTOLANDIA (JARDIM AMANDA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim amanda e quero saber como pegar no terminal metropolitano do prefeito magalhaes teixeira.
HORTOLANDIA (JARDIM AMANDA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim amanda e quero saber como ir para o terminal metropolitano presidente teixeira.
HORTOLANDIA (JARDIM AMANDA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim amanda e quero saber como ir para o terminal metropolitano presidente teixeira.
HORTOLANDIA (PARQUE ORESTE ONGARO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolandia e quero saber como pegar no terminal metropolitano de campos do py.
HORTOLANDIA (PARQUE ORESTE ONGARO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolandia e quero saber como chegar em campinas.
HORTOLANDIA (PARQUE ORESTE ONGARO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),como eu faco pra ir do parque orestes ongar pra terminal metropolitano prefeito magalhaes teixeira?
HORTOLANDIA (JARDIM NOVO CAMBUI),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim novo cambui e quero saber como ir pra campinas.
HORTOLANDIA (JARDIM NOVO CAMBUI),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim novo cambui e quero saber como ir pra campinas.
HORTOLANDIA (JARDIM NOVO CAMBUI),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim novo cambui e quero ir pra campinas.
HORTOLANDIA (JARDIM SANTA FE),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim santa fe e quero saber como ir pra campinas.
HORTOLANDIA (JARDIM SANTA FE),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim santa fe e quero saber como chegar na estacao metro presidente pedro.
HORTOLANDIA (JARDIM SANTA FE),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim santa fe e quero saber como pegar no terminal metro presidente portugal.
HORTOLANDIA (SUMAREZINHO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolandia e quero saber como ir pra campinas.
HORTOLANDIA (SUMAREZINHO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolandia e quero saber como chegar na campinas.
HORTOLANDIA (SUMAREZINHO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolandia e quero saber como ir para o terminal metropolitano do prefeito magalhaes teixeira.
HORTOLANDIA (JARDIM ROSOLEM),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim roselem e quero saber como chegar no terminal metropolitano presidente teixeira.
HORTOLANDIA (JARDIM ROSOLEM),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim rosolemem e quero saber como chegar na campinas.
HORTOLANDIA (JARDIM ROSOLEM),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),"to em jardim rosolem e quero saber como ir pra campinas, no terminal metropolitano prefectura teixeira."
HORTOLANDIA (CHACARA ASSAY),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolandia e quero saber como chegar no terminal metropolianico do prefeito teixeira.
HORTOLANDIA (CHACARA ASSAY),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolandia e quero ir para o terminal metropolitano prefeito magalhaes teixeira.
HORTOLANDIA (CHACARA ASSAY),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em hortolandia e quero ir para o terminal metro de campinas.
HORTOLANDIA (JARDIM NOVA AMERICA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),como eu chego da hortolandia para o terminal metropolitano do prefeito magalhaes teixeira?
HORTOLANDIA (JARDIM NOVA AMERICA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim nova america e quero saber como ir para a pampas do metro.
HORTOLANDIA (JARDIM NOVA AMERICA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jardim nova america e quero saber como ir pra campinas.
MONTE MOR (TERMINAL RODOVIARIO VEREADOR GERALDO BENINI),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to na monte mor e quero saber como ir para as cidades de campinas.
MONTE MOR (TERMINAL RODOVIARIO VEREADOR GERALDO BENINI),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to aqui no monte mor e quero saber como chegar em campinas.
MONTE MOR (TERMINAL RODOVIARIO VEREADOR GERALDO BENINI),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to perto do monte mor e quero ir para as cidades de campinas.
MONTE MOR (JARDIM SAO SEBASTIAO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em monte mor (jardim sao sebastiao) e quero saber como ir pra campinas.
MONTE MOR (JARDIM SAO SEBASTIAO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to aqui em monte mor (jardim sao sebastiaio) e quero ir pra campinas.
MONTE MOR (JARDIM SAO SEBASTIAO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to na monte mor e quero saber como ir para a campinas.
MONTE MOR (JARDIM PAULISTA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em monte mor (jardimpaulista) e quero saber como ir para o terminal metropolitano do prefeito teixeira.
MONTE MOR (JARDIM PAULISTA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),"to em monte mor (jardimpaulista) e quero saber como ir para a campinas, pelo terminal metropolitano presidente teixeira."
MONTE MOR (JARDIM PAULISTA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em monte mor (jardimpaulista) e quero saber como ir para o terminal metropolitano presidente teixeira.
MONTE MOR (TERMINAL RODOVIARIO DE MONTE MOR),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to perto do monte mor e quero saber como pegar no terminal metropolitano do prefeito magalhaes teixeira.
MONTE MOR (TERMINAL RODOVIARIO DE MONTE MOR),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to no monte mor e quero saber como ir para campinas.
MONTE MOR (TERMINAL RODOVIARIO DE MONTE MOR),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to aqui em monte mor e quero ir pra campinas.
MONTE MOR (JARDIM CAPUAVINHA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em monte mor e quero saber como ir para a campinas.
MONTE MOR (JARDIM CAPUAVINHA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to aqui em monte mor (jardim capuavinha) e queria saber como pegar no terminal metropolitano do jardim capavinha.
MONTE MOR (JARDIM CAPUAVINHA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),"to em monte mor e quero ir pra campinas, no terminal metropolitano do jardim capavinha."
JAGUARIUNA (DISTRITO INDUSTRIAL),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to aqui no jaguariuna (distrito industrial) e quero saber como ir para campinas.
JAGUARIUNA (DISTRITO INDUSTRIAL),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to aqui no jaguariuna (distrito industrial) e preciso saber como chegar em campinas.
JAGUARIUNA (DISTRITO INDUSTRIAL),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to aqui no jaguariuna (distrito industrial) e quero saber como ir pra campinas.
JAGUARIUNA (JOAO NASSIF),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),como eu faco pra chegar no terminal metropolitano presidente teixeira daqui da campina?
JAGUARIUNA (JOAO NASSIF),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to em jaguariuna (joao nassif) e quero saber como chegar na campina.
JAGUARIUNA (JOAO NASSIF),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to na jaguariuna e quero saber como pegar no terminal metropolitano presidente teixeira.
JAGUARIUNA (TERMINAL RODOVIARIO DE JAGUARIUNA),SANTO ANTONIO DE POSSE (CENTRO),to aqui no jaguariuna de voces e quero saber como ir para o santo antonio de posse.
JAGUARIUNA (TERMINAL RODOVIARIO DE JAGUARIUNA),SANTO ANTONIO DE POSSE (CENTRO),to aqui no jaguariuna de urucu e quero saber como ir para o santo antonio de pose.
JAGUARIUNA (TERMINAL RODOVIARIO DE JAGUARIUNA),SANTO ANTONIO DE POSSE (CENTRO),to aqui no jaguariuna de urubupunga e preciso saber como pegar o santo antonio de posse.
VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),CAMPINAS (UNICAMP),to no vinhedo e quero saber como ir para a unicamp.
VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),CAMPINAS (UNICAMP),to no vinhedo e quero saber como ir para a unicamp.
VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),CAMPINAS (UNICAMP),como eu chego da vinhedo para o unicamp?
VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),CAMPINAS (JARDIM CAMPINEIRO),como eu faco pra ir do vinhedo para o jardim campinho?
VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),CAMPINAS (JARDIM CAMPINEIRO),to em vinhedo e quero saber como chegar em campinas.
VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),CAMPINAS (JARDIM CAMPINEIRO),to em vinhedo e quero saber como ir para o jardim campinario.
VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),CAMPINAS (SHOPPING PARQUE DOM PEDRO I),to no vinhedo e quero saber como pegar a campina.
VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),CAMPINAS (SHOPPING PARQUE DOM PEDRO I),to em vinhedo e quero saber como pegar no terminal rodoviario de vinhedo e ir para campinas.
VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),CAMPINAS (SHOPPING PARQUE DOM PEDRO I),to aqui no vinhedo e quero saber como ir pra campinas.
SANTO ANTONIO DE POSSE (CENTRO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),to aqui em santo antonio de posse e quero saber como ir para o terminal metropolitano do prefeito magalhaes teixeira.
SANTO ANTONIO DE POSSE (CENTRO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),como eu vou do santo antonio de posse ate o terminal metropolitano presidente magalhaes teixeira?
SANTO ANTONIO DE POSSE (CENTRO),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),como eu vou do santo antonio de posse ate o terminal metropolitano presidente teixeira?
ARTUR NOGUEIRA (CORACAO CRIANCA),HOLAMBRA (CENTRO),como eu vou de artur nogueira (coracao crianca) para holambra (centro)?
ARTUR NOGUEIRA (CORACAO CRIANCA),HOLAMBRA (CENTRO),como eu vou de artur nogueira (coracao crianca) para holambra (centro)?
ARTUR NOGUEIRA (CORACAO CRIANCA),HOLAMBRA (CENTRO),to em artur nogueira (coracao crianca) e quero saber como ir da holambra para o centro.
COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS),HOLAMBRA (CENTRO),to no terminal rodoviario de cosmopolis e quero saber como ir para holambra.
COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS),HOLAMBRA (CENTRO),to no terminal rodoviario de cosmopolis e quero saber como ir para holambra no centro.
COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS),HOLAMBRA (CENTRO),como eu saio do terminal rodoviario de cosmopolis e chego em holambra no centro?
INDAIATUBA (TERMINAL RODOVIARIO VEREADOR MAURILIO GONCALVES PINTO),VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),como eu vou do terminal rodoviario vereador maurilio goncalves pinto para vinhedo?
INDAIATUBA (TERMINAL RODOVIARIO VEREADOR MAURILIO GONCALVES PINTO),VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),como eu chego do terminal rodoviario vereador maurilio goncalves pinto a vinho?
INDAIATUBA (TERMINAL RODOVIARIO VEREADOR MAURILIO GONCALVES PINTO),VINHEDO (TERMINAL RODOVIARIO DE VINHEDO),como eu faco para ir do terminal rodoviario vereador maurilio goncalves pinto para vinhedo?
INDAIATUBA (TERMINAL RODOVIARIO VEREADOR MAURILIO GONCALVES PINTO),CAMPINAS (AEROPORTO INTERNACIONAL DE VIRACOPOS),como eu faco pra ir do terminal rodoviario vereador maurol goncalves pinto em indaiatuba e chegar no aeroporto internacional de viracopos?
INDAIATUBA (TERMINAL RODOVIARIO VEREADOR MAURILIO GONCALVES PINTO),CAMPINAS (AEROPORTO INTERNACIONAL DE VIRACOPOS),como eu vou de indaiatuba pra campinas pelo aeroporto internacional de viracoops?
INDAIATUBA (TERMINAL RODOVIARIO VEREADOR MAURILIO GONCALVES PINTO),CAMPINAS (AEROPORTO INTERNACIONAL DE VIRACOPOS),como eu vou do terminal rodoviario vereador maurilio goncalves pinto para o aeroporto internacional de viracoops?
HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA),CAMPINAS (CAMPINAS SHOPPING CENTER),to no terminal metropolitano de hortolanda e quero saber como ir pra campinas.
HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA),CAMPINAS (CAMPINAS SHOPPING CENTER),to no terminal metropolitano de hortolandia e preciso saber como ir pra campinas shopping center.
HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA),CAMPINAS (CAMPINAS SHOPPING CENTER),como eu chego do terminal metropolitano de hortolanda para o campinhas shopping center?
SUMARE (JARDIM JOAO PAULO II),CAMPINAS (CAMPINAS SHOPPING CENTER),como eu vou do sumare (jardim jopaulo ii) para a campinas shopping center?
SUMARE (JARDIM JOAO PAULO II),CAMPINAS (CAMPINAS SHOPPING CENTER),to no sumare (jardim joao paulo ii) e quero saber como ir pra campinas.
SUMARE (JARDIM JOAO PAULO II),CAMPINAS (CAMPINAS SHOPPING CENTER),to em sumare (jardim jopaulo ii) e quero saber como chegar em campinas.
HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),como eu vou do terminal metropolitano hortolandia pra terminal metropolitano campos do espirito santo?
HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),como eu faco pra ir do terminal metropolitano hortolanda pra terminal metropolitano teixeira?
HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),como eu vou do terminal metropolitano hortolandia pra terminal metropolitano prefeito teixeira?
HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA),CAMPINAS (TERMINAL CAMPO GRANDE),como eu chego do terminal metropolitano de hortolanda ate o campo grande?
HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA),CAMPINAS (TERMINAL CAMPO GRANDE),to no terminal metropolitano de hortolandia e quero saber como chegar no campo grande.
HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA),CAMPINAS (TERMINAL CAMPO GRANDE),como eu vou do metro hortolanda pra campinas?
COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),como eu vou do terminal rodoviario de cosmopolis para a campinas?
COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),como eu vou do terminal rodoviario de cosmopolis para a campinas?
COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS),CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),como eu vou do terminal rodoviario de cosmopolis para a campinas?
HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA),MONTE MOR (TERMINAL RODOVIARIO DE MONTE MOR),to no terminal metropolitano de hortolanda e preciso saber como chegar no terminal rodoviario de monte mor.
HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA),MONTE MOR (TERMINAL RODOVIARIO DE MONTE MOR),como eu faco pra ir do terminal metropolitano de hortolandia pro terminal rodoviario de monte mor?
HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA),MONTE MOR (TERMINAL RODOVIARIO DE MONTE MOR),como eu vou do terminal metropolitano de hortolanda para o terminal rodoviario de monte mor?
HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA),CAMPINAS (UNICAMP),to perto do metro hortolandia e quero saber como ir para o unicamp.
HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA),CAMPINAS (UNICAMP),como eu chego do terminal metro hortolandia ate o unicamp?
HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA),CAMPINAS (UNICAMP),to no terminal metropolitano hortolandia e quero saber como ir pra unicam.
SUMARE (TERMINAL RODOVIARIO DE SUMARE),AMERICANA (TERMINAL METROPOLITANO DE AMERICANA),como eu chego da sumare a americana?
SUMARE (TERMINAL RODOVIARIO DE SUMARE),AMERICANA (TERMINAL METROPOLITANO DE AMERICANA),como eu faco para ir do sumare de sumare para a americana?
SUMARE (TERMINAL RODOVIARIO DE SUMARE),AMERICANA (TERMINAL METROPOLITANO DE AMERICANA),como eu chego da sumare para a americana?
SANTA BARBARA D OESTE (RODOTERMINAL DE SANTA BARBARA D OESTE),AMERICANA ( TERMINAL METROPOLITANO DE AMERICANA),como eu vou da santa barbara d'este ate a americana?
SANTA BARBARA D OESTE (RODOTERMINAL DE SANTA BARBARA D OESTE),AMERICANA ( TERMINAL METROPOLITANO DE AMERICANA),como eu vou da santa barbara d'este a terminal metropolitano de americana?
SANTA BARBARA D OESTE (RODOTERMINAL DE SANTA BARBARA D OESTE),AMERICANA ( TERMINAL METROPOLITANO DE AMERICANA),como eu saio da santa barbara d'este (rotodal) e chego na americana?
SUMARE (CEPAP),HORTOLANDIA (JARDIM AMANDA),to em sumare (jardim amanda) e quero saber como chegar em hortolandia.
SUMARE (CEPAP),HORTOLANDIA (JARDIM AMANDA),como eu consigo ir do sumare (cepap) para o jardim amanda?
SUMARE (CEPAP),HORTOLANDIA (JARDIM AMANDA),to em sumare (jardim amanda) e quero saber como ir daqui.
HORTOLANDIA (NOVA AMERICA),SUMARE (CECAP),to em hortolandia e quero saber como ir para sumare.
HORTOLANDIA (NOVA AMERICA),SUMARE (CECAP),to em hortolandia e quero saber como chegar em sumare.
HORTOLANDIA (NOVA AMERICA),SUMARE (CECAP),to em hortolandia (nova america) e quero saber como ir para sumare.
SUMARE (CECAP),HORTOLANDIA (JARDIM MINDA),como eu vou do sumare (cecap) para o hortolandia?
SUMARE (CECAP),HORTOLANDIA (JARDIM MINDA),como eu chego de sumare (cecap) para hortolandia (jardim minda)?
SUMARE (CECAP),HORTOLANDIA (JARDIM MINDA),como eu faco para ir da sumare (cecap) para o hortolandia (jardim minda)?
SUMARE (CECAP),NOVA ODESSA (MARAJUARA),como eu faco para ir de sumare (cecap) para nova odissa (maj)?
SUMARE (CECAP),NOVA ODESSA (MARAJUARA),como eu vou da sumare (cecap) para a nova odessa (marajuara)?
SUMARE (CECAP),NOVA ODESSA (MARAJUARA),como eu vou de sumare (cecap) para nova odesi?
ITATIBA (TERMINAL RODOVIARIO ELIAS BAPTISTA ALVES),MORUNGABA (BAIRRO BUENOPOLIS),como eu faco pra ir do itatiba ate o morungaba?
ITATIBA (TERMINAL RODOVIARIO ELIAS BAPTISTA ALVES),MORUNGABA (BAIRRO BUENOPOLIS),como eu vou do terminal rodoviario elias batista alves para morungaba?
ITATIBA (TERMINAL RODOVIARIO ELIAS BAPTISTA ALVES),MORUNGABA (BAIRRO BUENOPOLIS),como eu chego do terminal rodoviario elias batista alves em morungaba?
MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE),GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),como eu posso ir do mogi das cruzes para o aeroporto internacional de guarulhos?
MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE),GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),como eu vou do terminal rodoviario geraldo scavone para o aeroporto internacional de guarulhos?
MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE),GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),como eu vou do terminal rodoviario geraldo scavone em mogi das cruzes para o aeroporto internacional de guarulhos?
GUARULHOS (TERMINAL METROPOLITANO TABOAO),SAO PAULO (METRO TUCURUVI),como eu vou do terminal metropolitano taboa para o metro tucuruvi?
GUARULHOS (TERMINAL METROPOLITANO TABOAO),SAO PAULO (METRO TUCURUVI),como eu faco para ir do terminal metropolitano taboa para o metro tucuruvi?
GUARULHOS (TERMINAL METROPOLITANO TABOAO),SAO PAULO (METRO TUCURUVI),como eu vou do terminal metropolitano taboa para o metro tucuruvi?
ITAPECERICA DA SERRA (JARDIM MONTEZANO),ITAPECERICA DA SERRA (JARDIM DAS OLIVEIRAS),como eu vou do itapecerica da serra (jardim montezano) para o itapecerica da serra (jardim das oliveiras)?
ITAPECERICA DA SERRA (JARDIM MONTEZANO),ITAPECERICA DA SERRA (JARDIM DAS OLIVEIRAS),como eu chego do itapecerica da serra (jardim montezano) ate o itapecerica da serra (jardim das oliveiras)?
ITAPECERICA DA SERRA (JARDIM MONTEZANO),ITAPECERICA DA SERRA (JARDIM DAS OLIVEIRAS),como eu vou do itapecerica da serra (jardim montezano) para o itapecerica da serra (jardim das oliveiras)?
ARUJA (PARQUE RODRIGO BARRETO),SAO PAULO (METRO ARMENIA),to em aruja e quero saber como ir para sao paulo.
ARUJA (PARQUE RODRIGO BARRETO),SAO PAULO (METRO ARMENIA),como eu chego do aruja para o sao paulo pelo metro armenia?
ARUJA (PARQUE RODRIGO BARRETO),SAO PAULO (METRO ARMENIA),to em aruja e quero saber como chegar em sao paulo.
JUQUITIBA (FAZENDA SAMA),ITAPECERICA DA SERRA (VALO VELHO),to em juquitiba e queria saber como ir do aqui para o itapecerica da serra velho.
JUQUITIBA (FAZENDA SAMA),ITAPECERICA DA SERRA (VALO VELHO),"como eu vou do juquitiba para o itapecerica da serra, vale velho?"
JUQUITIBA (FAZENDA SAMA),ITAPECERICA DA SERRA (VALO VELHO),como eu vou do juquitiba para o itapecerica da serra?
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),BARUERI (ALDEIA DA SERRA),to em pirapora do bom jesus e quero saber como ir para o barreu.
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),BARUERI (ALDEIA DA SERRA),como eu chego do jardim bom jesus para o barreu?
PIRAPORA DO BOM JESUS (JARDIM BOM JESUS),BARUERI (ALDEIA DA SERRA),como eu vou do pirapora do bom jesus para o barueri?
SANTA ISABEL (JARDIM ELDORADO),ARUJA (CENTRO),to na santa isabel e quero saber como chegar no arju.
SANTA ISABEL (JARDIM ELDORADO),ARUJA (CENTRO),to em santa isabel (jardim eldorado) e quero saber como ir para o aruja.
SANTA ISABEL (JARDIM ELDORADO),ARUJA (CENTRO),to em santa isabel e quero saber como ir do jardim eldorado ate a aruja.
EMBU-GUACU (CHACARA FLORIDA),ITAPECERICA DA SERRA (VALO VELHO),"como eu vou de embu-guacu para itapecerica da serra, vale velho?"
EMBU-GUACU (CHACARA FLORIDA),ITAPECERICA DA SERRA (VALO VELHO),como eu faco pra ir de embu-guacu para itapecerca da serra valencia?
EMBU-GUACU (CHACARA FLORIDA),ITAPECERICA DA SERRA (VALO VELHO),como eu faco pra ir de embu-guacu pra itapecerca da serra valencia?
BARUERI (VALE DO SOL),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu vou do barueri (vale do sol) para a santana de paraiba (residencial burle marx)?
BARUERI (VALE DO SOL),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu vou do barueri (vale do sol) para a santana de paraiba (residencial burle marx)?
BARUERI (VALE DO SOL),SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),como eu chego da vale do sol para a santana de paraniba?
ITAPEVI (CIDADE DA SAUDE),EMBU DAS ARTES (CENTRO),como eu chego de itapevi (cidade da saude) a embuas artes?
ITAPEVI (CIDADE DA SAUDE),EMBU DAS ARTES (CENTRO),como eu faco pra ir de itapevi para embuas artes?
ITAPEVI (CIDADE DA SAUDE),EMBU DAS ARTES (CENTRO),como eu chego de itapevi (cidade da saude) a embuas artes?
ARUJA (CENTRO),SAO PAULO (METRO ARMENIA),como eu chego do aruja (centro) ate o sao paulo?
ARUJA (CENTRO),SAO PAULO (METRO ARMENIA),to aqui em arju (centro) e quero saber como ir para sao paulo.
ARUJA (CENTRO),SAO PAULO (METRO ARMENIA),to aqui em aruja (centro) e queria saber como ir para sao paulo.
