user_text,intent
nao to entendendo nd,desconhecido
Qual linha vai para Estação Sul?,solicitar_rota
E aí?,conversacao_geral
Não entendi,conversacao_geral
Quem é você?,conversacao_geral
Você é um assistente?,conversacao_geral
Banco quebrado no fundo,feedback
Motorista não parou no ponto,feedback
Estou testando,conversacao_geral
nao to entendendo nd,desconhecido
Pode repetir?,conversacao_geral
"Estou com uma dificuldade, pode me orientar?",conversacao_geral
app travando,feedback
Pode explicar como usar?,conversacao_geral
Me mostra a previsão do tempo de Paris,desconhecido
Motorista não parou no ponto,feedback
Estou testando,conversacao_geral
Qual a capital da Noruega?,desconhecido
"Olá, tudo bem?",conversacao_geral
Qual o resultado do jogo do Brasil?,desconhecido
Ar-condicionado gelando demais,feedback
Oi,conversacao_geral
Saindo de Hortolândia indo até Jardim São Paulo,solicitar_rota
Demora para atualizar horários,feedback
Receita de lasanha,desconhecido
Não entendi,conversacao_geral
Como fazer bolo de cenoura?,desconhecido
Você pode me ajudar?,conversacao_geral
Instale esse programa,desconhecido
Quero sair de Hortolândia e chegar em Centro,solicitar_rota
q onibus vai pra Hospital Municipal?,solicitar_rota
Como funciona você?,conversacao_geral
Rota do ponto Estação Norte ao Centro,solicitar_rota
Parada sem iluminação,feedback
Qual seu nome?,conversacao_geral
Abre o navegador,desconhecido
nao to entendendo nd,desconhecido
onibus atrasou,feedback
Você é um assistente?,conversacao_geral
Demora para atualizar horários,feedback
Qual a capital da Noruega?,desconhecido
Não entendi,conversacao_geral
Saindo de Parque das Flores indo até Praça Matriz,solicitar_rota
E aí?,conversacao_geral
Preciso do caminho até Terminal B,solicitar_rota
Me mostra a previsão do tempo de Paris,desconhecido
Traduza isto para francês,desconhecido
Como funciona você?,conversacao_geral
Som muito alto dentro do ônibus,feedback
sudo apt-get install algo,desconhecido
Valeu,conversacao_geral
Qual o resultado do jogo do Brasil?,desconhecido
Como aprender violão rápido?,desconhecido
gostei do servico,feedback
Quero sair de Parque das Flores e chegar em Hospital Municipal,solicitar_rota
Boa tarde,conversacao_geral
pode tocar musica,desconhecido
Pode falar comigo?,conversacao_geral
Obrigado!,conversacao_geral
Você pode me ajudar?,conversacao_geral
Tem suporte humano?,conversacao_geral
Tem ônibus Sumaré -> Estação Sul?,solicitar_rota
vc joga?,desconhecido
Quem é você?,conversacao_geral
Rota do ponto Paulínia ao Praça Matriz,solicitar_rota
Motorista dirigiu com cuidado,feedback
Como posso começar a usar?,conversacao_geral
Quero sair de Parque das Flores e chegar em Shopping Central,solicitar_rota
Valeu,conversacao_geral
Qual seu nome?,conversacao_geral
Não gostei do motorista,feedback
"Tenho que ir para Praça Matriz, ajuda",solicitar_rota
Como chego em Praça Matriz?,solicitar_rota
E aí?,conversacao_geral
q q é isso,desconhecido
Traçar rota para Terminal B,solicitar_rota
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Preciso do caminho até Aeroporto,solicitar_rota
Sou de Americana quero ir para Estação Sul,solicitar_rota
Sou de Centro quero ir para Jardim São Paulo,solicitar_rota
Qual o melhor trajeto para Centro?,solicitar_rota
Receita de lasanha,desconhecido
Receita de lasanha,desconhecido
Motorista dirigiu com cuidado,feedback
Como investir em ações?,desconhecido
q q é isso,desconhecido
Ar-condicionado não estava funcionando,feedback
Agenda uma reunião amanhã,desconhecido
Tarifa muito alta,feedback
Rota do ponto Parque das Flores ao Praça Matriz,solicitar_rota
reclamacao: muito cheio,feedback
Gostei do atendimento,feedback
Como funciona você?,conversacao_geral
"Bom dia, tudo certo aí?",conversacao_geral
Preciso ir até Estação Sul saindo de Estação Norte,solicitar_rota
Qual ônibus para Aeroporto?,solicitar_rota
Como tá?,conversacao_geral
Sou de Hortolândia quero ir para Terminal B,solicitar_rota
Rota do ponto Parque das Flores ao Jardim São Paulo,solicitar_rota
Tá me ouvindo?,conversacao_geral
Qual itinerário da linha 701?,solicitar_rota
Traçar rota para Jardim São Paulo,solicitar_rota
gostei do servico,feedback
O ônibus atrasou 14 minutos,feedback
Me leva para Shopping Central,solicitar_rota
Elogio para a linha 305,feedback
Quero sair de Parque das Flores e chegar em Universidade,solicitar_rota
Me ligue mais tarde,desconhecido
Banco quebrado no fundo,feedback
Qual o resultado do jogo do Brasil?,desconhecido
Ar-condicionado não estava funcionando,feedback
Estou testando,conversacao_geral
Quero comprar um carro,desconhecido
Como investir em ações?,desconhecido
nao to entendendo nd,desconhecido
Me ligue mais tarde,desconhecido
E aí?,conversacao_geral
Quero comprar um carro,desconhecido
Você é um assistente?,conversacao_geral
Você fala português?,conversacao_geral
Não gostei do motorista,feedback
Elogio para a linha 701,feedback
como chego em Hospital Municipal,solicitar_rota
Abre o navegador,desconhecido
Reclamação sobre limpeza do veículo,feedback
Ônibus para Terminal B agora,solicitar_rota
"Olá, tudo bem?",conversacao_geral
Qual o preço do dólar hoje?,desconhecido
Perdi o ônibus por atraso,feedback
Me ligue mais tarde,desconhecido
Me leva para Hospital Municipal,solicitar_rota
Sou de Hortolândia quero ir para Shopping Central,solicitar_rota
Quantos planetas existem?,desconhecido
O que você faz?,conversacao_geral
Pode falar comigo?,conversacao_geral
Como chego em Jardim São Paulo?,solicitar_rota
"Tenho que ir para Praça Matriz, ajuda",solicitar_rota
Você é um assistente?,conversacao_geral
gostei do servico,feedback
Quem ganhou o Oscar?,desconhecido
Você entende disso? Pode me dar uma luz?,conversacao_geral
Quero assistir um filme agora,desconhecido
Agenda uma reunião amanhã,desconhecido
"Olá, tudo bem?",conversacao_geral
Qual itinerário da linha 305?,solicitar_rota
Pode explicar como usar?,conversacao_geral
Qual o resultado do jogo do Brasil?,desconhecido
Agenda uma reunião amanhã,desconhecido
q q é isso,desconhecido
"Bom dia, tudo certo aí?",conversacao_geral
Ar-condicionado gelando demais,feedback
Estou testando,conversacao_geral
Aplicativo travando com frequência,feedback
Rota mudou sem aviso,feedback
Ônibus muito lotado,feedback
Linha 101 demorou demais,feedback
Pode conversar comigo?,conversacao_geral
Como chego em Centro?,solicitar_rota
Você pode me ajudar?,conversacao_geral
Que horas passa a linha 522?,solicitar_rota
como chego em Universidade,solicitar_rota
Tem ônibus Americana -> Jardim São Paulo?,solicitar_rota
Ônibus para Terminal B agora,solicitar_rota
Como chego em Aeroporto?,solicitar_rota
Que horas passa a linha 701?,solicitar_rota
Qual itinerário da linha 701?,solicitar_rota
Como investir em ações?,desconhecido
Motorista dirigiu com cuidado,feedback
Receita de lasanha,desconhecido
Qual linha vai para Terminal B?,solicitar_rota
Oi,conversacao_geral
onibus atrasou,feedback
Não gostei do motorista,feedback
Ônibus para Terminal B agora,solicitar_rota
Quero ir de Estação Norte para Hospital Municipal,solicitar_rota
"Tenho que ir para Hospital Municipal, ajuda",solicitar_rota
Sugestão: mais horários no pico,feedback
Qual seu objetivo?,conversacao_geral
Você é um assistente?,conversacao_geral
Elogio para a linha 909,feedback
nao to entendendo nd,desconhecido
Pode me fazer a gentileza de...?,conversacao_geral
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Como posso começar a usar?,conversacao_geral
Aplicativo travando com frequência,feedback
Como funciona você?,conversacao_geral
Mostre notícias de tecnologia,desconhecido
Como vou de Centro até Rodoviária?,solicitar_rota
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Demora para atualizar horários,feedback
nao to entendendo nd,desconhecido
Qual o ponto mais perto de Hospital Municipal?,solicitar_rota
Gostei do atendimento,feedback
Me ligue mais tarde,desconhecido
Me mostra a rota até Hospital Municipal,solicitar_rota
Quero assistir um filme agora,desconhecido
Traçar rota para Centro,solicitar_rota
q onibus vai pra Praça Matriz?,solicitar_rota
como chego em Centro,solicitar_rota
Você é um assistente?,conversacao_geral
Me mostra a rota até Jardim São Paulo,solicitar_rota
Qual seu nome?,conversacao_geral
Rota do ponto Hortolândia ao Estação Sul,solicitar_rota
Reclamação sobre limpeza do veículo,feedback
Pode falar comigo?,conversacao_geral
Tá tudo 2?,conversacao_geral
Como investir em ações?,desconhecido
Qual o melhor trajeto para Rodoviária?,solicitar_rota
Qual seu objetivo?,conversacao_geral
Qual a capital da Noruega?,desconhecido
Preciso ir até Jardim São Paulo saindo de Parque das Flores,solicitar_rota
Será que você pode me ajudar com isto?,conversacao_geral
"Tenho que ir para Hospital Municipal, ajuda",solicitar_rota
Motorista foi educado,feedback
Você pode me ajudar?,conversacao_geral
ir de Vila Nova pra Shopping Central,solicitar_rota
Não entendi,conversacao_geral
Qual o resultado do jogo do Brasil?,desconhecido
Não entendi,conversacao_geral
Como chego em Jardim São Paulo?,solicitar_rota
Traçar rota para Hospital Municipal,solicitar_rota
Você é um assistente?,conversacao_geral
Você fala português?,conversacao_geral
Ônibus para Centro agora,solicitar_rota
"Tenho que ir para Hospital Municipal, ajuda",solicitar_rota
Elogio para a linha 522,feedback
Quantos planetas existem?,desconhecido
Como vou de Hortolândia até Jardim São Paulo?,solicitar_rota
"Tenho que ir para Estação Sul, ajuda",solicitar_rota
Som muito alto dentro do ônibus,feedback
"Olá, tudo bem?",conversacao_geral
Preciso do caminho até Estação Sul,solicitar_rota
Não gostei do motorista,feedback
Pode explicar como usar?,conversacao_geral
Rota mudou sem aviso,feedback
Qual a capital da Noruega?,desconhecido
Qual seu nome?,conversacao_geral
"Tenho que ir para Rodoviária, ajuda",solicitar_rota
"Olá, tudo bem?",conversacao_geral
Quero sair de Campinas e chegar em Rodoviária,solicitar_rota
Quem ganhou o Oscar?,desconhecido
Instale esse programa,desconhecido
q q é isso,desconhecido
Qual seu objetivo?,conversacao_geral
Preciso do caminho até Praça Matriz,solicitar_rota
Quero sair de Campinas e chegar em Hospital Municipal,solicitar_rota
Me mostra a rota até Terminal B,solicitar_rota
pode tocar musica,desconhecido
Você fala português?,conversacao_geral
Qual ônibus para Shopping Central?,solicitar_rota
Tem ônibus Centro -> Universidade?,solicitar_rota
E aí?,conversacao_geral
Preciso do caminho até Shopping Central,solicitar_rota
Ônibus para Terminal B agora,solicitar_rota
Traçar rota para Hospital Municipal,solicitar_rota
"Bom dia, tudo certo aí?",conversacao_geral
gostei do servico,feedback
Quem é você?,conversacao_geral
Você pode me ajudar?,conversacao_geral
sudo apt-get install algo,desconhecido
Receita de lasanha,desconhecido
Me ligue mais tarde,desconhecido
Qual ônibus para Shopping Central?,solicitar_rota
Motorista foi educado,feedback
Próximo ônibus para Rodoviária,solicitar_rota
Receita de lasanha,desconhecido
Quero assistir um filme agora,desconhecido
Tá mec?,conversacao_geral
Você pode me ajudar?,conversacao_geral
Elogio para a linha 808,feedback
Qual o melhor trajeto para Shopping Central?,solicitar_rota
Traduza isto para francês,desconhecido
O ônibus atrasou 19 minutos,feedback
Boa tarde,conversacao_geral
Obrigado!,conversacao_geral
E aí?,conversacao_geral
Me leva para Rodoviária,solicitar_rota
Me mostra a rota até Jardim São Paulo,solicitar_rota
Qual itinerário da linha 808?,solicitar_rota
como chego em Centro,solicitar_rota
sudo apt-get install algo,desconhecido
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Agenda uma reunião amanhã,desconhecido
Preciso do caminho até Estação Sul,solicitar_rota
Rota mudou sem aviso,feedback
Preciso ir até Hospital Municipal saindo de Estação Norte,solicitar_rota
Tarifa muito alta,feedback
Instale esse programa,desconhecido
Como investir em ações?,desconhecido
Elogio para a linha 417,feedback
Qual itinerário da linha 101?,solicitar_rota
Não entendi,conversacao_geral
rota Sumaré p Jardim São Paulo,solicitar_rota
Valeu,conversacao_geral
Me ligue mais tarde,desconhecido
Como consertar meu computador?,desconhecido
Como investir em ações?,desconhecido
pode tocar musica,desconhecido
Como vou de Estação Norte até Jardim São Paulo?,solicitar_rota
Me mostra a previsão do tempo de Paris,desconhecido
Qual seu objetivo?,conversacao_geral
Boa tarde,conversacao_geral
Sou de Paulínia quero ir para Hospital Municipal,solicitar_rota
Preciso ir até Universidade saindo de Americana,solicitar_rota
Qual seu nome?,conversacao_geral
Quero sair de Campinas e chegar em Terminal B,solicitar_rota
Banco quebrado no fundo,feedback
Sugestão: mais horários no pico,feedback
Como aprender violão rápido?,desconhecido
Quem é você?,conversacao_geral
q q é isso,desconhecido
Linha 909 demorou demais,feedback
"Estou perdido, pode me ajudar?",conversacao_geral
como chego em Shopping Central,solicitar_rota
Sou de Hortolândia quero ir para Praça Matriz,solicitar_rota
Não gostei do motorista,feedback
rota Sumaré p Praça Matriz,solicitar_rota
Quero assistir um filme agora,desconhecido
Reclamação sobre limpeza do veículo,feedback
Não gostei do motorista,feedback
Tarifa muito alta,feedback
Que horas passa a linha 202?,solicitar_rota
Me leva para Centro,solicitar_rota
Quero ir de Vila Nova para Aeroporto,solicitar_rota
gostei do servico,feedback
Motorista não parou no ponto,feedback
gostei do servico,feedback
Saindo de Hortolândia indo até Terminal B,solicitar_rota
Informação do app não confere,feedback
sudo apt-get install algo,desconhecido
Motorista foi educado,feedback
gostei do servico,feedback
Tá me ouvindo?,conversacao_geral
Som muito alto dentro do ônibus,feedback
Qual o resultado do jogo do Brasil?,desconhecido
Tarifa muito alta,feedback
Qual seu nome?,conversacao_geral
Linha 808 demorou demais,feedback
Qual o resultado do jogo do Brasil?,desconhecido
Traçar rota para Hospital Municipal,solicitar_rota
Elogio para a linha 522,feedback
Parada sem iluminação,feedback
Pode explicar como usar?,conversacao_geral
"Uma ajudinha, por favor?",conversacao_geral
Receita de lasanha,desconhecido
Você pode me ajudar?,conversacao_geral
Me mostra a rota até Estação Sul,solicitar_rota
Tarifa muito alta,feedback
Tarifa muito alta,feedback
Informação do app não confere,feedback
Não gostei do motorista,feedback
Ar-condicionado não estava funcionando,feedback
Informação do app não confere,feedback
"Tenho que ir para Estação Sul, ajuda",solicitar_rota
Qual o resultado do jogo do Brasil?,desconhecido
Tá me ouvindo?,conversacao_geral
Tem suporte humano?,conversacao_geral
nao to entendendo nd,desconhecido
Qual seu nome?,conversacao_geral
Ar-condicionado não estava funcionando,feedback
Tarifa muito alta,feedback
Ar-condicionado não estava funcionando,feedback
sudo apt-get install algo,desconhecido
Quero assistir um filme agora,desconhecido
Oi,conversacao_geral
Mostre notícias de tecnologia,desconhecido
Quantos planetas existem?,desconhecido
Como fazer bolo de cenoura?,desconhecido
Quero sair de Sumaré e chegar em Centro,solicitar_rota
ir de Parque das Flores pra Universidade,solicitar_rota
Me leva para Praça Matriz,solicitar_rota
Receita de lasanha,desconhecido
Me leva para Jardim São Paulo,solicitar_rota
Rota do ponto Paulínia ao Hospital Municipal,solicitar_rota
q q é isso,desconhecido
Elogio para a linha 909,feedback
Quero comprar um carro,desconhecido
Qual a senha do Wi-Fi?,desconhecido
Tá me ouvindo?,conversacao_geral
app travando,feedback
Ônibus muito lotado,feedback
ir de Hortolândia pra Hospital Municipal,solicitar_rota
"Tenho que ir para Estação Sul, ajuda",solicitar_rota
Você fala português?,conversacao_geral
q onibus vai pra Hospital Municipal?,solicitar_rota
Me ligue mais tarde,desconhecido
"Bom dia, tudo certo aí?",conversacao_geral
Banco quebrado no fundo,feedback
Informação do app não confere,feedback
Como o senhor está?,conversacao_geral
Como aprender violão rápido?,desconhecido
Boa tarde,conversacao_geral
Aplicativo travando com frequência,feedback
Informação do app não confere,feedback
Motorista não parou no ponto,feedback
"Bom dia, tudo certo aí?",conversacao_geral
Como consertar meu computador?,desconhecido
Tudo em paz?,conversacao_geral
Banco quebrado no fundo,feedback
Som muito alto dentro do ônibus,feedback
Quem ganhou o Oscar?,desconhecido
Reclamação sobre limpeza do veículo,feedback
Saindo de Parque das Flores indo até Shopping Central,solicitar_rota
"Tenho que ir para Jardim São Paulo, ajuda",solicitar_rota
Me mostra a rota até Universidade,solicitar_rota
pode tocar musica,desconhecido
Aplicativo travando com frequência,feedback
Agenda uma reunião amanhã,desconhecido
Como consertar meu computador?,desconhecido
Reclamação sobre limpeza do veículo,feedback
Motorista foi educado,feedback
Quem é você?,conversacao_geral
Som muito alto dentro do ônibus,feedback
Agenda uma reunião amanhã,desconhecido
Som muito alto dentro do ônibus,feedback
Ar-condicionado gelando demais,feedback
Como investir em ações?,desconhecido
Demora para atualizar horários,feedback
Como chego em Aeroporto?,solicitar_rota
Agenda uma reunião amanhã,desconhecido
Tarifa muito alta,feedback
Me leva para Estação Sul,solicitar_rota
Qual a capital da Noruega?,desconhecido
Qual o resultado do jogo do Brasil?,desconhecido
Preciso do caminho até Universidade,solicitar_rota
Qual o melhor trajeto para Aeroporto?,solicitar_rota
Como investir em ações?,desconhecido
Tem ônibus Vila Nova -> Universidade?,solicitar_rota
Agenda uma reunião amanhã,desconhecido
Como posso começar a usar?,conversacao_geral
Agenda uma reunião amanhã,desconhecido
como chego em Hospital Municipal,solicitar_rota
Gostei do atendimento,feedback
Como consertar meu computador?,desconhecido
Você pode me ajudar?,conversacao_geral
Rota do ponto Terminal A ao Centro,solicitar_rota
Passando bem?,conversacao_geral
Informação do app não confere,feedback
Você é um assistente?,conversacao_geral
Demora para atualizar horários,feedback
q q é isso,desconhecido
Como posso começar a usar?,conversacao_geral
Motorista dirigiu com cuidado,feedback
Qual itinerário da linha 101?,solicitar_rota
Quantos planetas existem?,desconhecido
"Olá, tudo bem?",conversacao_geral
Qual o resultado do jogo do Brasil?,desconhecido
Linha 1001 demorou demais,feedback
Rota mudou sem aviso,feedback
Banco quebrado no fundo,feedback
Pode conversar comigo?,conversacao_geral
Como consertar meu computador?,desconhecido
Você pode me ajudar?,conversacao_geral
Qual linha vai para Aeroporto?,solicitar_rota
Me mostra a rota até Terminal B,solicitar_rota
Quero ir de Terminal A para Universidade,solicitar_rota
Ar-condicionado gelando demais,feedback
Pode falar comigo?,conversacao_geral
app travando,feedback
Como chego em Centro?,solicitar_rota
como chego em Universidade,solicitar_rota
Preciso do caminho até Estação Sul,solicitar_rota
Boa tarde,conversacao_geral
Quero comprar um carro,desconhecido
Como investir em ações?,desconhecido
Próximo ônibus para Hospital Municipal,solicitar_rota
Pode explicar como usar?,conversacao_geral
Qual itinerário da linha 417?,solicitar_rota
pode tocar musica,desconhecido
Oi,conversacao_geral
Qual ônibus para Hospital Municipal?,solicitar_rota
Qual o resultado do jogo do Brasil?,desconhecido
Qual itinerário da linha 417?,solicitar_rota
Sugestão: mais horários no pico,feedback
Reclamação sobre limpeza do veículo,feedback
Sugestão: mais horários no pico,feedback
Agenda uma reunião amanhã,desconhecido
Receita de lasanha,desconhecido
Como investir em ações?,desconhecido
Aplicativo travando com frequência,feedback
Como fazer bolo de cenoura?,desconhecido
Quero comprar um carro,desconhecido
Como funciona você?,conversacao_geral
Som muito alto dentro do ônibus,feedback
Como funciona você?,conversacao_geral
Banco quebrado no fundo,feedback
Quero ir de Centro para Estação Sul,solicitar_rota
"Bom dia, tudo certo aí?",conversacao_geral
Pode explicar como usar?,conversacao_geral
Que horas passa a linha 417?,solicitar_rota
Qual o ponto mais perto de Terminal B?,solicitar_rota
Perdi o ônibus por atraso,feedback
Sugestão: mais horários no pico,feedback
asdfghjk,desconhecido
Quero assistir um filme agora,desconhecido
Obrigado!,conversacao_geral
Qual a senha do Wi-Fi?,desconhecido
Você é um assistente?,conversacao_geral
Não entendi,conversacao_geral
Como vou de Sumaré até Universidade?,solicitar_rota
Quero assistir um filme agora,desconhecido
O ônibus atrasou 14 minutos,feedback
Tá me ouvindo?,conversacao_geral
"Tenho que ir para Universidade, ajuda",solicitar_rota
"Bom dia, tudo certo aí?",conversacao_geral
Quem ganhou o Oscar?,desconhecido
Quero assistir um filme agora,desconhecido
Pode repetir?,conversacao_geral
Não gostei do motorista,feedback
nao to entendendo nd,desconhecido
Rota mudou sem aviso,feedback
Preciso que alguém me ajude com isso.,conversacao_geral
Pode explicar como usar?,conversacao_geral
gostei do servico,feedback
Aplicativo travando com frequência,feedback
Como consertar meu computador?,desconhecido
Perdi o ônibus por atraso,feedback
Pode repetir?,conversacao_geral
Saindo de Parque das Flores indo até Universidade,solicitar_rota
Quem ganhou o Oscar?,desconhecido
rota Parque das Flores p Rodoviária,solicitar_rota
Ar-condicionado não estava funcionando,feedback
q onibus vai pra Shopping Central?,solicitar_rota
Não gostei do motorista,feedback
Motorista dirigiu com cuidado,feedback
Qual ônibus para Aeroporto?,solicitar_rota
Sou de Parque das Flores quero ir para Hospital Municipal,solicitar_rota
Informação do app não confere,feedback
Sugestão: mais horários no pico,feedback
como chego em Rodoviária,solicitar_rota
"Tenho que ir para Centro, ajuda",solicitar_rota
Como fazer bolo de cenoura?,desconhecido
Como funciona você?,conversacao_geral
Motorista dirigiu com cuidado,feedback
Oi,conversacao_geral
Motorista dirigiu com cuidado,feedback
Qual a senha do Wi-Fi?,desconhecido
Sou de Hortolândia quero ir para Jardim São Paulo,solicitar_rota
rota Paulínia p Centro,solicitar_rota
Quantos planetas existem?,desconhecido
Estou testando,conversacao_geral
Não gostei do motorista,feedback
Você fala português?,conversacao_geral
Motorista não parou no ponto,feedback
Qual linha vai para Rodoviária?,solicitar_rota
Que horas passa a linha 701?,solicitar_rota
Quero assistir um filme agora,desconhecido
Traduza isto para francês,desconhecido
asdfghjk,desconhecido
Qual o ponto mais perto de Centro?,solicitar_rota
Qual o ponto mais perto de Terminal B?,solicitar_rota
Me leva para Universidade,solicitar_rota
Instale esse programa,desconhecido
como chego em Terminal B,solicitar_rota
Aplicativo travando com frequência,feedback
Não gostei do motorista,feedback
Que horas passa a linha 909?,solicitar_rota
Motorista foi educado,feedback
Informação do app não confere,feedback
rota Americana p Shopping Central,solicitar_rota
Informação do app não confere,feedback
O que você faz?,conversacao_geral
Me ligue mais tarde,desconhecido
q q é isso,desconhecido
Banco quebrado no fundo,feedback
Banco quebrado no fundo,feedback
Quero sair de Paulínia e chegar em Praça Matriz,solicitar_rota
Quem é você?,conversacao_geral
Não entendi,conversacao_geral
Quero assistir um filme agora,desconhecido
Você fala português?,conversacao_geral
Qual seu nome?,conversacao_geral
Linha 305 demorou demais,feedback
Preciso do caminho até Hospital Municipal,solicitar_rota
Rota do ponto Sumaré ao Jardim São Paulo,solicitar_rota
Elogio para a linha 202,feedback
"Bom dia, tudo certo aí?",conversacao_geral
Qual a capital da Noruega?,desconhecido
Uai?,conversacao_geral
Ar-condicionado não estava funcionando,feedback
Sugestão: mais horários no pico,feedback
Gostei do atendimento,feedback
Abre o navegador,desconhecido
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Gostei do atendimento,feedback
Mostre notícias de tecnologia,desconhecido
Qual itinerário da linha 202?,solicitar_rota
Como investir em ações?,desconhecido
Pode falar comigo?,conversacao_geral
Qual o melhor trajeto para Terminal B?,solicitar_rota
Qual o ponto mais perto de Jardim São Paulo?,solicitar_rota
Sou de Hortolândia quero ir para Terminal B,solicitar_rota
pode tocar musica,desconhecido
Ônibus para Centro agora,solicitar_rota
Mostre notícias de tecnologia,desconhecido
Ônibus muito lotado,feedback
Quem é você?,conversacao_geral
"Estou em apuros, preciso de ajuda!",conversacao_geral
Ônibus para Rodoviária agora,solicitar_rota
Quero comprar um carro,desconhecido
Tem suporte humano?,conversacao_geral
Mostre notícias de tecnologia,desconhecido
Sou de Paulínia quero ir para Shopping Central,solicitar_rota
Qual linha vai para Terminal B?,solicitar_rota
Demora para atualizar horários,feedback
nao to entendendo nd,desconhecido
Qual linha vai para Hospital Municipal?,solicitar_rota
Pode explicar como usar?,conversacao_geral
"Tenho que ir para Estação Sul, ajuda",solicitar_rota
Agenda uma reunião amanhã,desconhecido
Instale esse programa,desconhecido
Linha 417 demorou demais,feedback
Próximo ônibus para Centro,solicitar_rota
Receita de lasanha,desconhecido
Tem suporte humano?,conversacao_geral
Obrigado!,conversacao_geral
Boa tarde,conversacao_geral
como chego em Shopping Central,solicitar_rota
Traduza isto para francês,desconhecido
Você pode me ajudar?,conversacao_geral
Elogio para a linha 101,feedback
Como fazer bolo de cenoura?,desconhecido
como chego em Terminal B,solicitar_rota
Tarifa muito alta,feedback
Ar-condicionado gelando demais,feedback
Qual o ponto mais perto de Hospital Municipal?,solicitar_rota
Qual o ponto mais perto de Shopping Central?,solicitar_rota
Próximo ônibus para Rodoviária,solicitar_rota
Qual o melhor trajeto para Aeroporto?,solicitar_rota
nao to entendendo nd,desconhecido
Qual o preço do dólar hoje?,desconhecido
Elogio para a linha 1001,feedback
pode tocar musica,desconhecido
asdfghjk,desconhecido
Como fazer bolo de cenoura?,desconhecido
gostei do servico,feedback
Me mostra a previsão do tempo de Paris,desconhecido
Tá me ouvindo?,conversacao_geral
Parada sem iluminação,feedback
Sou de Paulínia quero ir para Shopping Central,solicitar_rota
Quem ganhou o Oscar?,desconhecido
Preciso do caminho até Universidade,solicitar_rota
Tem ônibus Hortolândia -> Jardim São Paulo?,solicitar_rota
Quero assistir um filme agora,desconhecido
Mostre notícias de tecnologia,desconhecido
app travando,feedback
reclamacao: muito cheio,feedback
Pode falar comigo?,conversacao_geral
Saindo de Centro indo até Centro,solicitar_rota
Próximo ônibus para Estação Sul,solicitar_rota
Oi,conversacao_geral
Obrigado!,conversacao_geral
Como consertar meu computador?,desconhecido
Qual a senha do Wi-Fi?,desconhecido
Pode conversar comigo?,conversacao_geral
Pode repetir?,conversacao_geral
O que você faz?,conversacao_geral
Qual o resultado do jogo do Brasil?,desconhecido
Parada sem iluminação,feedback
Qual linha vai para Centro?,solicitar_rota
Demora para atualizar horários,feedback
Instale esse programa,desconhecido
Abre o navegador,desconhecido
Sou de Centro quero ir para Terminal B,solicitar_rota
Quero comprar um carro,desconhecido
Sugestão: mais horários no pico,feedback
reclamacao: muito cheio,feedback
Tarifa muito alta,feedback
asdfghjk,desconhecido
Reclamação sobre limpeza do veículo,feedback
vc joga?,desconhecido
gostei do servico,feedback
pode tocar musica,desconhecido
Quantos planetas existem?,desconhecido
Pode conversar comigo?,conversacao_geral
Me leva para Hospital Municipal,solicitar_rota
Não entendi,conversacao_geral
Ar-condicionado não estava funcionando,feedback
Me mostra a previsão do tempo de Paris,desconhecido
nao to entendendo nd,desconhecido
Sugestão: mais horários no pico,feedback
Tem suporte humano?,conversacao_geral
"Bom dia, tudo certo aí?",conversacao_geral
Qual seu nome?,conversacao_geral
Rota do ponto Sumaré ao Aeroporto,solicitar_rota
Quero comprar um carro,desconhecido
Instale esse programa,desconhecido
Qual o ponto mais perto de Shopping Central?,solicitar_rota
Rota do ponto Campinas ao Universidade,solicitar_rota
Não gostei do motorista,feedback
Som muito alto dentro do ônibus,feedback
Pode explicar como usar?,conversacao_geral
ir de Parque das Flores pra Jardim São Paulo,solicitar_rota
Qual ônibus para Terminal B?,solicitar_rota
Oi,conversacao_geral
Qual seu nome?,conversacao_geral
Alguém pode me dar um help?,conversacao_geral
Me mostra a rota até Universidade,solicitar_rota
O ônibus atrasou 29 minutos,feedback
Você é um assistente?,conversacao_geral
Qual o resultado do jogo do Brasil?,desconhecido
"Bom dia, tudo certo aí?",conversacao_geral
Você é um assistente?,conversacao_geral
Instale esse programa,desconhecido
Qual itinerário da linha 808?,solicitar_rota
Massa?,conversacao_geral
Tarifa muito alta,feedback
E aí?,conversacao_geral
Linha 909 demorou demais,feedback
Qual a capital da Noruega?,desconhecido
Rota do ponto Americana ao Centro,solicitar_rota
Boa tarde,conversacao_geral
Abre o navegador,desconhecido
Você pode me ajudar?,conversacao_geral
Preciso ir até Shopping Central saindo de Americana,solicitar_rota
Pode falar comigo?,conversacao_geral
Aplicativo travando com frequência,feedback
Estou testando,conversacao_geral
Boa tarde,conversacao_geral
Me mostra a previsão do tempo de Paris,desconhecido
Qual seu nome?,conversacao_geral
Preciso do caminho até Universidade,solicitar_rota
Como investir em ações?,desconhecido
Pode repetir?,conversacao_geral
Quantos planetas existem?,desconhecido
Me mostra a previsão do tempo de Paris,desconhecido
Pode conversar comigo?,conversacao_geral
